,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'MARKUS'}),frozenset({'LINNMON'}),0.3333333333333333,0.3484848484848485,0.30303030303030304,0.9090909090909092,2.608695652173913,0.18686868686868688,7.166666666666673
1,frozenset({'LINNMON'}),frozenset({'MARKUS'}),0.3484848484848485,0.3333333333333333,0.30303030303030304,0.8695652173913043,2.608695652173913,0.18686868686868688,5.111111111111111
